hash,text,entities,pred
80640f0f4e9798024eb063ff6d239c54b54815519e9efe170fab37fb33fea2c8,Щось вони із молодшим братом не поділили абощо ?,[],[]
08608d3d59c7874d1a02389159d0274375f652117b4b9951760c6e1d9888d965,"Один підступний , другий — просто злий , казала Галя .","[{""label"": ""PERS"", ""text"": ""Галя""}]","[{""label"": ""PERS"", ""text"": ""Галя""}]"
cb2b93b6a4e967c9fecd00e77a9b54235b5831e31ac455747ffd31a2f83c4f0e,"А отже , зло подужало підступність ...",[],[]
a7e2c1c671eb91574be5e96dd33354be213a4a3735941650e54dc964715c7a10,І хіба це — не підстава для оптимізму ?,[],[]
109510644bb4c21f8eb3bdf0be4db1175a5311a1f6ce66b3f05a8bacae47a8b4,* * *,[],[]
7a6c914e68ed2f3aea304d40163b6f72129e0ba7d1cdafc9e7e9f54ea29255d0,"Ти , пригадую , колись мала душевну симпатію до Макіавеллі та його ідей . « Чини добро , поки можливо , але умій чинити зло , коли необхідно » — ця сентенція здавалася тобі надзвичайно мудрою .","[{""label"": ""PERS"", ""text"": ""Макіавеллі""}]",[]
36982a593e486a30abc4e06a6207b1da7a16ac8f80d72992694d258c956a48a1,"Зло заради більшого добра — наче і не зло уже зовсім ; проте насправді ти завжди легко відрізняла одне від іншого , так само безтямно і так само безпомильно , як відрізняємо біль від насолоди .",[],[]
305a1c65691d94e745269f92bb5613a362f518e7038ee48324d107d6701ef0a4,Вчинки ж твої далеко не завжди були у тому сенсі безболісними для оточення .,[],[]
d630a0dc89c04caf81634a1264899e80551a7b25d4ae407fc4e152dfdcb83a78,"Такий конфлікт уявлень та дійсності якраз і є тою притичиною , що змушує злих людей залишатися злими .",[],[]
bc61280f68e893159e91036b3908e775b73fc9536f25c2633af56f4770405e3a,Адже ж як ми уявляємо себе ?,[],[]
2b9b164aa834faf1c52d854f8de6fd38199f7d9e46f039ed16332013f2a4463d,"Авжеж , не схибленими на насильстві маніяками !",[],[]
1bde6fba2c7aa0960d25e09af077bb9b0395067d985ea91b9ad37e4d43367df1,"Ні , звісно — окрім особливих випадків — ми радше бачимо себе доброю загалом людиною , котру жорстокий світ примушує до « необхідних » вчинків .",[],[]
98797de4677b30adfd88ad058aea4cac4a4c3e248daae47a5deccb06413ac9ea,"А оскільки ми — хороші , то те , що робимо , ніяк не може бути злом .",[],[]
600bd5f0a8e6df25c4b1f9d783d35dbe2233f5f2f8b387cb805fe847c3622e6a,То навіщо чинити інакше ?,[],[]
c27a59741f8901d357e8a3fc5c9796b72e6761d462ea0e954f2caf5133e386e5,"Звісно , коли результати нашої діяльності є очевидно руйнівними , доводиться трішечки коригувати позицію захисту .",[],[]
f3bac6c54b05676db5f61426891e6ff2a57ae69dfd466ebbfd086b48d8bb3633,"Дуже добре спрацьовує , скажімо , перенесення нашої провини на жертву .",[],[]
7d9f769c8326bdf825aaed0f0a06317a6d298f72356169958208900e59d19b9b,"О , ми надзвичайно в тому винахідливі !",[],[]
fa7f2ff087ad5d12a13d2f1258bb01228d434a24a9aa240b8fa19fb2dbfd8d7b,"Адже жертва — така сама людина , яка , безумовно , також вдавалася до « необхідного » , а значить — усього лиш дістала по заслузі .",[],[]
d49745a4749f07d6a5248069705aa8ba8522720a25413b8ad8a5dd0d509527c2,"Так само гарно махнути на все рукою з позиції вічності — мовляв , які то все дрібниці !",[],[]
da97d7406a843f228b470336ad7e2951d35649b971330a1392fbd3851f2ee572,"Чиясь зруйнована доля , чиєсь зраджене кохання — що то важить на терезах історії ?",[],[]
dd06c79978d6ee11a9add5fe3b75d96b3108fbcc0f12a4c40eb1b8f84b8ab1c2,"Так , витребеньки !",[],[]
9bb5b0c4ed5408b774fb68c0a87647b47d5bfb5af190f22f8a9cb329551f0a3b,"Одного дня , проте , такий самодіяльний макіавеллі стикається з тим , чим знехтувати неможливо .",[],[]
266e8c9ccac751b001ea449126e9c201481cd3f5560b47dfb45a47e78813ffb8,І ти знаєш — чи не так ? — до чого це призводить .,[],[]
109510644bb4c21f8eb3bdf0be4db1175a5311a1f6ce66b3f05a8bacae47a8b4,* * *,[],[]
69cfb7ca5315f550fc3ab6e29b07f349c4edeee70c478a7630da52235da945b5,"Колись Ярка гордовито говорила друзям — працюю , мовляв , британським джентльменом : приходжу до офісу випити кави та перечитати ранкові газети .","[{""label"": ""PERS"", ""text"": ""Ярка""}]","[{""label"": ""PERS"", ""text"": ""Колись Ярка""}]"
6a71f4d01159e74337f0e2f1a60e9c8af053440e1b0975121dad93fd0062d35b,"З часом гордість її дещо поблякла , газети читали підлеглі , а від офісної кави млоїло од самого ранку .",[],[]
7c369758ff03281637469f4db574be1bbebc2363a78e02d105d91ec38c34c38f,"Втім , новини вона і далі переглядала — мусила залишатися в темі , щоправда , відчуття « руки на пульсі » давно вже захвату не викликало : надто часто хотілося відсмикнути пальці з того нездорового пульсу , а чи й скрутити з них непристойну комбінацію . Сьогодні новини також не надихали : Лада Ер оголосила про скасування запланованого туру мільйонниками .","[{""label"": ""DATE"", ""text"": ""Сьогодні""}, {""label"": ""PERS"", ""text"": ""Лада Ер""}]","[{""label"": ""PERS"", ""text"": ""Лада Ер""}]"
a5f3681eac923cefbe2f53c7d0394dbc69126fb1e14dbe2bb42e55066b82d33c,"Співачка слухняно відбула всі зазначені у контракті заходи , тож відміна гастролей безпосередньо « Делекти » не стосувалася .","[{""label"": ""ORG"", ""text"": ""Делекти""}]",[]
aeeb1eb7ddd309442e63edb41a4484796febf6d79ea4125cff328c7d282f9bab,"Однак що ж у такому разі могло спричинити це , невигідне для самої Лади рішення ? Настя кинула коментар , що в патронеси просто здали нерви ; Настя її розуміла — так натерпітися через дитину !","[{""label"": ""PERS"", ""text"": ""Лади""}, {""label"": ""PERS"", ""text"": ""Настя""}, {""label"": ""PERS"", ""text"": ""Настя""}]","[{""label"": ""PERS"", ""text"": ""Настя""}]"
c98249bb007b605e59b63ddca06f8c7e1a57f9c93bc5d2c26b5196f7ce5cc0f6,Проте Ярка думала інакше .,"[{""label"": ""PERS"", ""text"": ""Ярка""}]",[]
fa5e823db73cfe0349c773044c924e19aa609d79ee82a74876cacc3f631e91ea,"Вона відчувала щось віддавна знайоме в тому темному погляді , яким дивилася співачка на осоружних своїх партнерів . Ярка добре знала це почуття — звичайнісінький сором , як не сказати — бридливість .","[{""label"": ""PERS"", ""text"": ""Ярка""}]","[{""label"": ""JOB"", ""text"": ""відчувала""}]"
337d140661ce2d4224fc77436157e95b613a03be9301beb01819f0f0e105e733,"І то не до партнерів — до самої себе , зганьбленої безумовно , хоча й невільно . РУСАЛКА",[],"[{""label"": ""ORG"", ""text"": ""РУСАЛКА""}]"
aab02447eebef4e8ddb3392ac5a232345fe5776432c9eec623aba68934870f7a,Колись давно я була русалкою .,[],[]
e39e7d69d96ef1dbb799532692ec0fe225500133b57bdb3e53d4268f8963d021,"З довгим зеленим волоссям , прохолодно-слизьким тілом і гарним хвостом із дзеркальних лусочок .",[],[]
f3f8fb9a3cb5f288c58d4ed11641d749a068076725512ceb8d679b54bc45a9aa,"Я мала тонкої роботи срібну арфу й завжди перед світанком ніжно перебирала струни , виткані золотими шовкопрядами , і співала .",[],[]
8441ba42762cbf57398a7999aec972250e62b01daddc1d7b6bb2a8a715eed143,Так я вітала новий день .,[],[]
c3e2e270a29558713260e1bc196f5c093f8ecd87da2bf13f8029114d5d5d31ff,"Сидячи на неопалимій купині , розчісувала своє волосся , полоскала його в прозорій воді , прикрашала ліліями .",[],[]
8288767e7ac710d26595559bd93ad74c3c571854f0a248f1882002023b8aa4bd,"Коли спадав густий надвечірній туман , понад річкою линув тихий плескіт .",[],[]
28ffb5813b5a81bf51298c2a11cba914a8e8b6c5531f10988b34ea85127152dd,То я пірнала на саме дно .,[],[]
d1a7b26c5f48d04cddbc762e662e3911c7ab68cc4ff4c94fb4782fdbe4ae3218,"Там , унизу , я спала в безпечному спокої-мушлі аж до ранку .",[],[]
d2a6bf77fe9307ff5a2c4231c83a1431badbdf5ca110604a67a91f7faf32174c,Так було давно .,[],[]
2ad56a3733662b98f910ac11ccd1c1babd2a2da1917408255a5c89d36aca9ad9,"Тепер я боюся нічної води : пам’ятаю , як самотньо мені було там , у темних глибинах .",[],[]
8f2441e69a90833269d31cfc903e258946947641da79ba549bc44d83eeb83416,СОНЯЧНЕ ЦАРСТВО,[],[]
0e8fe5acde154621f6b1cb623a1bbafe178c8129a72ac8650a4a7c547ef01f50,"Десь далеко-далеко , за синіми пагорбами та фіолетовими ріками , за густими лісами , за блакитними луками є Сонячне Царство .",[],[]
bc2be90d758172c2050779ae04aa42852c835ebf54123a368ff7d2130eb66a77,"Там барвисті метелики танцюють на білих хмаринках , а грайливі сонячні зайчики сповіщають усіх жителів про початок нового дня .",[],[]
dd40686a65849de3d2af2e8df716bfbdf6f4b8f53b3044db2a975ce73dc6c374,"Там золоті зорі квітнуть чудернацькими суцвіттями в небі , а маленькі феї розсипають уночі добрі сни .",[],[]
0d479edcf6e4549afeeae3f2fde10cfc6fd44d81fce242af97a318c232c166e2,Там живуть крихітні янголики .,[],[]
de62f89ba86b236d012a224a7a567fdf9500410d2de2333ef481526b9aebed90,"Удень вони купаються у ранковій росі , катаються верхи на білосніжних єдинорогах , бавляться кольоровими скельцями .",[],[]
4874df5cb1f09c34bbe060c836c349400259ac3d5a84a7eb99b74c2aba07920c,"А як надходить вечір , дзвонять у маленькі срібні дзвоники .",[],[]
fbc03b5a1279c435070d44d458d76d47955d34bebb42cc71de51f793e203e962,"І тоді з-за цукрово-молочних хмар прилітають до них дивовижні білі птахи , садовлять їх собі на крила й несуть на землю , до батьків .",[],[]
dd3fbdd7410960482d8d939e30572e34d4c548802be8f8d2a7b22ef729aac6e3,ДОРОГА ДОДОМУ,[],[]
2008e56ea5957126181de6f8882ea200cd3764416ce6d30c988b3578da8b4b51,Теплими сонячними промінчиками крізь смарагдово-багряне листя високих дерев .,[],[]
7b1e4ed1d132a0d8dcde1fd9c6641ef73a7b2d4d5f1480b6842a3acc3f896f44,Блакитними латочками м’якого неба .,[],[]
9eef2a81200b31861faac63b1910529e0bdca9df21bbc228d06c1dd8076d43be,"Тонкими , невловимими , срібними ниточками-павутинками .",[],[]
25aadc800c7f13cf2f873aeac9d4614e9a82a9ae0ef31fef0318f6b2723a5570,"Рясно насіяними хатками , кольорово-веселковими , майже іграшковими .",[],[]
16cf6c0c59ddc3d43b190dbc2770ed47568e6f14d6fbd63b26d0a90bd7fcc956,"Усміхненими бабусями на лавчинах , коло воріт .",[],[]
3609e82eb569d8c8416a7903f003a064f50a2460f61a4be2a7fb9bdc008b646c,"Жовтогарячими соняшниками , тендітними мальвами , садками , рясними кущами барвистих півоній , квітучими айстрами .",[],[]
8b0f1f70b6e3316a0606048881d695f1d1d321e20bfe43b69f7a1af871e346e2,"Безкрайніми луками , ще зеленими .",[],[]
a3026d48b79dd904e84b081956c945ffd409a78dc4947c80c859d4991216431d,"Табунами коней , що відчайдушно мчать із вітром наввипередки .",[],[]
52fb9e27706a213481d360d244df715953e00b89f938d42e9919b9696af725d0,Золотими куполами білосніжних храмів .,[],"[{""label"": ""LOC"", ""text"": ""Золотими куполами""}]"
0ed7ece851e298b958e8d0e2908a0fa6ba63dd812ebcac5ee2e6b8cc9b348d4a,"Тонким , протяжним звуком дзвону , що тане й зникає .",[],[]
ff8a34aa72d1631f11899e6928340106b9d3ddbc55a947190ac0766629f24128,"Відчиненими хвірточками , вбраними клумбами .",[],[]
d4ce2046e6c0a845d55a10a4606ad4c012e9d50ba3dfdd589e8fbd878d60c3bd,Кудлатим собакою .,[],[]
287fb1da4f250fa0e80037abafe5b023e9f9853072abe7dd84637678eacda4e7,Дрібними курочками на подвір’ях .,[],[]
ebc795941b4a539d9086ae78777dc0039f79bafc750dfa8b6a694dc5150f3143,Веселим сміхом дітлахів .,[],[]
895ca0e117973899ff0d83c1532859910401b88caa1d683b3d4ab8ce7de1ad6b,"Стогоном дерев’яного воза , скрипом колеса о кам’яний ґрунт .",[],[]
b5fc729c2343c21352ced8322e6a71c6d7bfe772ec71e2f74cc2fe836cae76e9,Духмяним запахом свіжовипеченого хліба .,[],[]
db2eda2544bf0081d5555547d431b3cf8227c83c11f7143c402e1986c592f5e4,Важким ароматом диму й осіннього листя в повітрі .,[],[]
5777b3c0d856d4ee46ba038963c7491998e5d113d7cfbeb32d876ace1498d244,Дорога додому .,[],[]
9dfef0bb6ddb99b901cbe8bc2c60e9ff3ca42d61ba1a360c1e92d7e5af2d8871,Бабине літо .,[],"[{""label"": ""LOC"", ""text"": ""Бабине літо""}]"
d4b12606696d9a81a6146a91cd008bd9c4ff85513ff030e539e0100689d8b8cb,ТУМАН,[],[]
711b3b9affa2b9f8d6282a49c279cc3d8dc31740c11d3018a91fb1b1561ddcb6,Невідоме тепле дихання поволі наповнило собою прохолодний простір .,[],[]
ab71ae26808f09b0245d3184af9598c51500102e222496a0396de3642e8ea59a,Вдих-видих ...,[],[]
23d07d42a0319a30d5b0f2139d1545c2eceb25ca48c365d9f3737e91c91c2eb9,"Захукало всіх чимсь непроглядним та густим , м’яким та білим , загадковим .",[],[]
fb38513ca77979f94fb496b9ba377a805f41c38b99a455a19fa04c46eb8132bd,"Заповнило вулиці , заплутало людей .",[],[]
9152731cc8d2f4aefecd7fc3a749d596154fb9c42ffa6cd5d51661652c4117ab,"Сховало в міріадах крихітних краплинок і сонце , і місяць .",[],[]
dc7d0f1fccb6dafff47306931063dcbc7295f48c642e14f57615482051212103,Зник горизонт .,[],[]
6e0d4573ea2f361fa1b225ce9959c48873e182b5b43900c08816df951df4af0e,Об’єдналися в одне ціле тверді – земна й небесна .,[],[]
3350b4c94f50495b341ab19983d7059a0830a9512c3e10e8a1f785e55860d942,Хмари зійшли з небес і поглинули місто .,[],[]
8992c8284b3da006bf355521ef3229d5c68e39356d2107df1d19a06bbd5766bd,"Зникли будинки , розчинилися в молочному серпанку дерева .",[],[]
3afaba47d3f93c5c1b85ffb18366985481fd359f8d5fd9d87a6a0f61fcb01bcd,Лише вуличні ліхтарі горять .,[],[]
cbf07ad2db8a627560d2be9ae20e27db3ddf2f53406743ef3b0d09949109afb6,Розмитими жовтогарячими сонцями своїми в незвідану глибину манять .,[],[]
93ce8e2e15a7a22a4b7b00ad88ef88180a33435daade6e0bb4e3acd6276bcd44,Тихо довкола .,[],[]
0e8fb0b4f2fa0b33a6742ef5e925b9d5cb865fa6a4a7d635691941542b4625b3,Густе повітря ночі вимикає звуки .,[],[]
df9b3c6f726527c471aaa6c4fdea92bbb37fc808420cce107bb1fb9d950134e9,Лише самотня краплина скотиться додолу з вологої гілки .,[],[]
3a03818aa5c6c52ed33869125164f30f8138a1f6938f04071895dcb7e65fcd0a,"Ніби сльоза , впаде й важко розіб’ється о бруківку .",[],[]
ab71ae26808f09b0245d3184af9598c51500102e222496a0396de3642e8ea59a,Вдих-видих ...,[],[]
bc7cdbd79c2d0e26232a3dd328e6d105efc9febf34793d1645ecfec4391cff7a,Туман .,[],[]
fda98988be2c1ca47ef8fa135a10b1cfd7197b88b0475c1eb06d4a3e15746975,ЗЕЛЕНИЙ АВТОБУС,[],[]
29a8ecf7ff076c2acdc8700c61fab7e5d5a4d7fc7a0ffc423226b8921e77d2c9,"Коли я була маленька , то їздила в майбутнє на зеленому автобусі .",[],[]
60fea3db508a4ad2cfa52049f17eae03c707e64f196144f4370bf9e36ea2d049,"Я чекала його рівно опівдні вчорашнього дня , на перехресті трьох сусідніх вулиць .","[{""label"": ""DATE"", ""text"": ""вчорашнього дня""}]",[]
9977bfdeef6742be3ca238507daca44b1fc64bcce0f65d3ef39ccefef5c554b1,"І з’являвся він завжди несподівано – то виїжджав із бузинових кущів , то випірнав із глибоченної дощової калюжі .",[],[]
2c9f6552e9c5dba2e9765e5b17c6ed646b811653e7ab7d9147c7482420ada965,"Щоразу блимав мені сонячною фарою та ввічливо відчиняв свої двері , впускаючи до квіткового салону , де смачно пахло медом і бабусиною гарбузовою кашею .",[],[]
01b73895194853067b4de62262e744beab1f7900663266ed8b0fe7081b72b94a,Разом ми їхали вперед – до незвіданого – аж вітер свистів у вухах !,[],[]
5af2518d09b331524c27a42bc4ef878e2e7f74819bce5a6641f10915c49688b7,"І поверталися лише завтра , з першими сутінками ранку .",[],"[{""label"": ""DATE"", ""text"": ""завтра""}, {""label"": ""TIME"", ""text"": ""ранку""}]"
f016f0c17b1ac818adaa4bbcd918421beb99ab203e0e8f4ca38dcf79517c9286,"Зараз , коли мені сумно , іду до знайомого перехрестя й чекаю .",[],[]
1c85de5eb76eac6413072fb092af42cdd081d42a42a5ae5bbc4728e025307fef,Але зелений автобус чомусь давно не приїздить .,[],[]
0bf76facd28520b09f7bc87585a1838965ffae05af942e56e25b46d73addefbd,ПОТУГИ,[],[]
07e4134c3d18fa4220271c44b4376fc49bb3ae96fb48f48c236317420b001e02,"Мабуть , ще не час .",[],[]
a6b0a9af73d0a40e6e6e40827c4eeb39912a0bdb456915b7705ca6eb72289b5c,"Бо коли час , тоді все легко .",[],[]
ca1d9abaffe62ec619fc8b6c3934fa7edee867292d1da943fd46d54c4bbc56f3,"Тоді не треба важко дихати , хапати ротом повітря .",[],[]
2153535769f533acd940a97d6e346c830331601ea07f64340a344d6ea6d38695,"Не потрібно пітніти , міцно стискаючи пальці в кулак .",[],[]
f7ef81b1e85c50f0a6b0aca6eb32458c3759c3bfe346e176e9ae81c48a5eb7a2,До хрускоту в кісточках .,[],[]
63d62fe7a4145f01875934cae2edb2c1919be79fd68907e2e13db4a93ebb4288,Немає необхідності важко дихати і водночас задихатися .,[],[]
2b7e38be441be95b8939108a24bb42ed943563a9dcfcd1475f187edea2b6b01f,Від нестачі повітря .,[],[]
f06cdee5e2776238d953b4aeb34f9eaf9307226fae49ef10ab69ec22eb768ac7,Не треба битися в конвульсіях і вигинатися всім тілом .,[],[]
d617fe0e9b6232d5192d07745b413c0f979034b2cd39444151b34895057941a0,У болях .,[],[]
d99baf1848523b64cd335ff293c01e8cf1b13752b66588179600b3f5884473ff,У муках .,[],[]
62dd0e390bcf70e00fe81de224c53e3a5a6aa83436b7e325bd8c0cd381ae2b52,Немає чого зціплювати зуби й стримувати крик у горлі .,[],[]
3ed713c9b5c022e40e3d26e87d66298fb63208f29b959f1add52e500424eda48,Вона так хотіла вистраждати й дати життя .,[],[]
7a2b44e04e810d0a7879fc28f831819d7ec517f5eaa59ef9fa95f13ea9e4a9b8,І не могла .,[],[]
fbcc87a38ef01c1861c9cc20fb53f12a115d374b972ebadf0fcd536e8b7d231b,Чистий аркуш паперу лежить на столі .,[],[]
5195f5e3685ac602a9085c8aad2a8a8924315abc7d0858efe0ab3327a868bed7,Рояться думки .,[],[]
e8e6efb2703314fc6558d415f880075867d59604ad6c6a33be4ab8998e072f58,І жодного слова .,[],[]
12f93b3a830dd0a7bb271cc5c72684c3d385950ead8f794f248f47e2ddd93cec,"У потугах легко народжувати , а от творити ...",[],[]
b9f2727259f20e916fb3926cfe8a97a9f4c375529d700ce54bd59b1d6baecb91,Важко ?,[],[]
94039a7fe270b4c296e8217102193c38547cef00530788e53e8ede494088140e,Колись вона напише свій шедевр .,[],[]
0c891295e0a0b00983edb0fd26ce715b530ed18c006a4bad1d2ef22479dc1a79,"Мабуть , іще не час .",[],[]
34dfe34912743be5578b6d8d67f76c45c24126a9719819fb1d485659453fd641,НЕБЕСНІ БАРАНЦІ,[],[]
b12b04af015969fd01296f2f49cd61c900c03251fa9f45ce2c956a741b9d8306,"Коли усміхаються небеса , відбуваються всілякі дива !",[],[]
ece9c37403ea643defcab0fd000310b76f571d659d2cd709cabf97779553e3cd,Пухкі ефемерні хмаринки оживають і бавляться між собою !,[],[]
3249e249977178a30a6580554d55153d88a387feaeb55c00e2c7c89730005fb7,"Саме там , посеред сонячного серпанку й прозорості безкрайнього неба .",[],[]
b0bced99887cded2d678dbd662c5057d23039ac8999ff1d6c206a263617590e7,За ними так цікаво спостерігати .,[],[]
d7b82f15e761c4e069ce41c62cb69b9a09f22a31d5abc1f3fe1747385f998088,"Стояти , закинувши голову догори , жмурити очі й усміхатися .",[],[]
54d84a9b6ec662685e8cabae3f10e3b3b5231e41cbe62c639447dce253101218,Вітерець легенько згонить докупи кілька пустотливих м’якеньких хмаринок : ще мить – і посеред блакиті з’явилася дивовижна квітка !,[],[]
b4e5ed5bcd48e7d986574050c4cccf2821ea743a00760318b9ef3fb51b638652,"Вона росте , розпускає сніжно-білі пелюсточки ...",[],[]
a5e83fbc797a216cfe82f8ae00a8c13083dc69aadffb0802a5a305b2f0d06395,"Вітерець дмухнув – і ось уже пелюсточки розлетілися , закружляли у веселому танку !",[],[]
35ee01711a9a9ce09a00eaacbcf536277b9d6327df33bf3e4753760c401dedb7,"Дивись , – і посеред самого неба з’явилися маленькі баранці .",[],[]
797cc70c8d86acd39d7857209bc9c87c14b6e9b0981169f55e2b0456be2a1fe2,Небесні .,[],[]
52bf7471f85f876b0920d37c0cba8a80760fdca94959b34ef00fcc6603f54bc5,"Вони кумедно буцаються між собою , граються й тишком спостерігають за всіма з височини . МОРФЕЙ Мій сон , ніби п’янкий трунок .","[{""label"": ""PERS"", ""text"": ""МОРФЕЙ""}]",[]
2854895922ad6f5fcb4c3b1f8d70ee82b585bcc6048179b9acda5ff6f67ac316,Я поволі заплющую очі й солодко впиваюся ним до нестями .,[],[]
2af5f3d9e8890f74dea570bd55e655f8eb5c51deaebc81c594684ce5f35f7926,"Він , ніби нектар богів , наповнює відчуттям легкості , прозорої невагомості й спокою .",[],[]
793e1ce08a9254492831c10e2aa7ea677625b63bcff78f211846e6b14df2432d,Нестримною насолодою .,[],[]
5b61b57bf1809745aa5c0337814102234f676e7830707f000a6601f460437767,"Лежу нерухомо , оповита хмарами срібного космічного пилу , і чекаю .",[],[]
547300c01b1676761dd893703eee90b0d1771139d4b8d7c9b987e8ef0f5dc64f,Нічні метелики безшумно піднімають мене на свої м’які крила й несуть у незвідану темінь неба .,[],[]
6bf4a511c312ba9ecce8b113c176249d5deb30bafd5b9317868734bb08cdbc18,Я – безтілесна .,[],[]
0508c249c473d291e19479c28bc4ccc863e799e2acee6d18cfd0f30b99b76be2,"Поміж зоряних ліхтарів стрімко лечу , босими ногами звивистим Чумацьким Шляхом ступаю .","[{""label"": ""MISC"", ""text"": ""Чумацьким Шляхом""}]",[]
5b667e748591e3f8b3f837c3ce13ff56b3f16716ae04c51cd46d18a1d89d6bb6,"Місячною доріжкою серпанковою мандрую далеко , в сонне царство Морфея .","[{""label"": ""PERS"", ""text"": ""Морфея""}]",[]
5b8e69b950804a8abfacf134649429c4c3a066ba576859312094f0f85bb8aff9,Небесними ріками молочними пропливаю .,[],[]
d011168e4644055b53543b25a266be2e47c9b093c1911e570f3c5a391ae5558a,І добре мені .,[],[]
02ea2cdd3c449019e7ffaf593a346b01a517bc4708f82cddab23ec3c27fe064c,"Оповита пухкими хмарами , солодко сплю .",[],[]
3feaff70838b031522923f2efee70216f717988e6cc2ef2db0bbb8d516aa9c20,"ТОЙ , ХТО ВСМІХАЄТЬСЯ ПТАХАМ",[],[]
2a1f648fe526c1c20f46aba53a2a9fd79d714955a473460feeab7286e8c2712a,Він приблуда .,[],[]
64c7f60af933d237d142000ec0983affe0111863d2745a50e3f016d320d38bbd,Люди його не люблять .,[],[]
b3541bf2faf7783551726087df75cb02468b4b238dd8802e9badce4f96772695,Брудний .,[],[]
8400254f1c98eb16d7c052c8e665e1b3782397de3b8125e62c9e0a91a547ae62,"Тхне однаково і в мороз , і в спеку .",[],[]
bb4ddaefb6d895938ccdbe03d61e201e02c83ef88866cd2e87bef48f2c104d48,"У нього темне , майже чорне обличчя – чи то від природи , чи то від засмаги , чи то від невмиваності .",[],[]
e83bc1d1794d2b172176621cbb71c4f447edaa774313b1002dca79810b576ab1,На голові – клубок нечесаного волосся .,[],[]
7f90f63efcc08c7a6f539a4f0ff7b616d8359bb71bdfbd12668c93ae446ccb58,"І взагалі , він якийсь не в собі .",[],[]
110edfb60a01262823a3458e56c0629e403bd1a3709a8df5361c9abb1738d60f,"Смикає себе за сорочку , чухається за вухом .",[],[]
b268490d89fc24daae49249aedefb1b97bb1f7b91a441465872c8779cbfa61da,І всміхається .,[],[]
4caff22d053c19f0e056d9ff5354cd2c15230eec22755510b7b51c431afe3623,"Стоїть , закинувши голову , посеред площі , посеред натовпу .",[],[]
fea90153f723500391c6a978b4a6a1cf475aaefcc7d225edfa5723e8a8bad0fc,І пильно вдивляється в небо .,[],[]
5daa57c8a3364b6c54a3b6b04bc5e41097af4d6e807c8c7d648fb03d85a84c9b,"Там , високо , серед білих хмар , літають голуби .",[],[]
b31f025a9c132a5b2ecff8146438c03e8b7cd5eecbd0e02f6f5a8157df74eb6c,Вони вільні у своєму польоті .,[],[]
1eecff90fa349cd236b6a6e9e09e355fefbe8cce3f15d9815206937021739596,Як і він .,[],[]
f41c26a6bcd28df5cde59cc87c32d49ad624c3c10616d7290ec8cc69797a48cb,Вони літають у небі .,[],[]
f5f4ccaa267b9bf383bd877b62fa90609bc9959d22c8350ad091e3723156d67c,А він літає разом із ними .,[],[]
9839b7f05d5564b4039f9a12942af74a80204b4cef94a19c3fddc96e3d996b2a,Тільки вві сні .,[],[]
07b7b028fbbba05b87a931a5de37ac2ec85900426ed84ab13c4119a0b67daae2,Він щасливий .,[],[]
60b0b510882d7f8f358b98ede222d886336d38496e48bfd6f0b897fcec581098,"Той , хто всміхається птахам . Книгарня « Є » та Феміністична майстерня запрошують на лекцію Олени Синчак на тему « Фемінітиви : від символічної влади до справедливої мови » , яка відбудеться 28 жовтня .","[{""label"": ""ORG"", ""text"": ""Є""}, {""label"": ""ORG"", ""text"": ""Феміністична майстерня""}, {""label"": ""PERS"", ""text"": ""Олени Синчак""}, {""label"": ""ART"", ""text"": ""Фемінітиви : від символічної влади до справедливої мови""}, {""label"": ""DATE"", ""text"": ""28 жовтня""}]","[{""label"": ""PERS"", ""text"": ""Олени Синчак""}]"
978c6d98f1558e84ad892b2e393960c4e5c73baeb7714e777ea87882ab776a7d,Початок — о 18.00 .,"[{""label"": ""TIME"", ""text"": ""18.00""}]","[{""label"": ""TIME"", ""text"": ""о 18.00""}]"
aac8c44b0399c3cfc609c20bcd53c2002ddc45c510ef25597e187897ebfa0364,"Як часто ви вагаєтесь щодо того , як правильно назвати жінку за професією чи видом діяльності : лікар чи лікарка , секретар чи секретарка , психолог чи психологиня ?","[{""label"": ""JOB"", ""text"": ""лікар""}, {""label"": ""JOB"", ""text"": ""лікарка""}, {""label"": ""JOB"", ""text"": ""секретар""}, {""label"": ""JOB"", ""text"": ""секретарка""}, {""label"": ""JOB"", ""text"": ""психолог""}, {""label"": ""JOB"", ""text"": ""психологиня""}]","[{""label"": ""JOB"", ""text"": ""лікар""}, {""label"": ""JOB"", ""text"": ""лікарка""}, {""label"": ""JOB"", ""text"": ""секретар""}, {""label"": ""JOB"", ""text"": ""секретарка""}, {""label"": ""JOB"", ""text"": ""психолог""}, {""label"": ""JOB"", ""text"": ""психологиня""}]"
7bf0cc865759f8e26de219efbec9539e95d40738832ad70cee0145cf33927764,І про що свідчать такі вагання ?,[],[]
4ad39308dca94d9be3d812866008e3b28df76b894ff3c0093b39978b8fe5704f,"На ці , а також низку інших запитань спробуємо спільно пошукати відповіді в перебігу лекції .",[],[]
668e4569be1e36ca96b6d16c79557347f6d694f07ed0d30589c581a40f9ecd78,"Зокрема , розглянемо такі питання :",[],[]
0096aebe524ad245c54703fd8af4bee45ded2354ca863cabb1b6a9f0db58d0b8,1 .,[],"[{""label"": ""DATE"", ""text"": "".""}]"
