hash,text,entities
08e62d0d7c61ead085e513673a89b401bdf02e1df1314e1f47ed89e6d9c8bfb4,"Отже , словозмінні парадигми , визначені у Словнику , є графічними парадигмами .","[{""label"": ""ART"", ""text"": ""Словнику""}]"
6b2e97b6c5d1c7e1b164361f14b0f23cef71e10923faca058ed30aa7e7473864,Як користуватися словником,[]
4544e0973958b3d65d0f5f2102fd5262e1dcdad605147e7f98010cd6288c60ce,Для утворення множини словоформ ( або окремої форми ) лексеми можна обрати один із двох способів .,[]
d678f9aec92583367e28d2d271a2606737e0a6f552ffd4fd060663cacf749833,"Обидва способи спираються на інформацію до реєстрового слова , але використовують її по-різному .",[]
01f33e3ea2dcdff9bca05d671c8accb37c2b44b626704d5f80a57cb4232e4c7d,За першим способом пропонуємо утворення словоформ за зразком .,[]
11f80d21b9a430efd5f050a8d236ab7ac2038dbc5477cbd528d8664e7a9114ff,Зразки парадигм зібрано в Додатку 2 до Словника .,"[{""label"": ""MISC"", ""text"": ""Додатку 2""}, {""label"": ""ART"", ""text"": ""Словника""}]"
157a4fe3df0774e92969b839956a1f47a7a1e08d143b299adf9ec313014ec8f0,Код парадигми слова є його міткою — адресою у списку зразків .,[]
7b62a62e6129461e02ff21d7bbcab0b5991017b1b58b1d2f3134903a64eb09f8,"Зразки згруповано за частинами мови та підкласами , всередині підкласу — за номерами флексійних наборів , за порядком схем наголошування ( з одним номером флексійного набору ) , за алфавітним порядком позначок замін ( з однією схемою наголошування ) .",[]
57ad108dbde9e4fd204159c7a12c5b6260f7114fdf636b207d121371f37c70cd,"Зразок включає всі граматичні форми слова з граматичною інформацією , отже , можна вибрати і окрему словоформу .",[]
d42926ac4bca6ff7688c2cf66cac8ae3b740aaa726c204018d5a813058e62d8f,Основи словоформ відділені від флексії дефісом .,[]
83ee52910ff2db146e2ca5e7e307e3c5b45ff25a3168ab0274ea630ac74e53d3,"Основа вихідної словоформи лексеми , парадигма якої формується , — це залишок після відділення флексії , яку подано в словнику .",[]
a9913e138587b7465c223d99462d967774570ed40c182420bfb3c0526626b93c,"Наприклад , щоб утворити парадигму реєстрового слова о́круг ( о́круг ч -0 8 м ОФ Г2 ) , шукаємо в таблиці парадигм іменників чоловічого роду парадигму з кодом 8 м ОФ Г2 .",[]
ec18a9ef236a9506a74c1a4b6961c8e9087a02dc4e39831b5ab84f4abf566fe2,Як зразок з таким кодом виступає слово остро́г .,[]
3594b0eb0917b4440b90c2c763ea4234a7e2be0f5991733664a504de38b24389,"Змінюючи вихідну форму слова о́круг за зразком словоформ слова остро́г , отримаємо його парадигму .",[]
3e3db87c55dbe3b86cf9c1b35ed4f33613593a695e44739f35483e1072b25bd6,"Обираючи другий спосіб породження словоформ лексеми , використовуємо інформаційні таблиці словозмінних характеристик ( див . Додаток 1 ) .","[{""label"": ""MISC"", ""text"": ""Додаток 1""}]"
e9207110a50939697da75e295987da337c1be21ca018ba5c0105dbc65cf1d058,"Починати треба з повторення основи вихідної форми стільки разів , скільки флексій є у флексійному наборі парадигми слова , тобто формувати таблицю словоформ із традиційно заданим порядком для лексеми певної частини мови .",[]
d4e184dba7411964ddb8dbc80bd3aefe8a395c753f2fd360ff0e4364e070c5f4,"У разі відсутності в коді парадигми позначок замін в основі , до основ приписуємо послідовно флексії за їхнім порядком у табличному флексійному наборі .",[]
fb1b3d81ae08a42f3ab5e6784132897167b9cc8e13c0ebd2a0adc337ae580fa0,Потім ставляться наголоси за відповідною схемою з таблиці .,[]
536d2f76c442e5f244b2315d23964fa4b8b0891cce84589327d570b18ddfcdc5,"Якщо позначки замін є , спочатку впорядковуємо основи словоформ ( робляться заміни ) , далі дописуємо флексії і ставимо наголоси .",[]
72bb0fbd8890b5998c2f29f50fe85b7937f56cb1ee6a8c0e57fd60ed924747c8,"З коду наведеного прикладу визначаємо флексійний набір 8 м — один з варіантів ряду закінчень іменників чоловічого роду другої відміни твердої групи з нульовою флексією називного відмінка однини ( є варіанти 8 , 8 мм та ін . ) і закінченням - у в родовому відмінку однини .",[]
edc63bcf65769e320e0cd0b5fae7ffff708e46743ea39c88f7eabd5724efb0c7,"Особливістю ряду 8 м є наявність флексії - і , крім - ові , у місцевому відмінку однини ( з чергуванням кінцевої літери основи о́круг-0 / ( в ) о́круз-і — позначка Г2 у коді ) .",[]
ace6737ea5b509625611630ece207a3e7eacf77ab29d778b9a140cdfb024127e,"Схема наголошення ОФ вказує на те , що в словоформах множини наголос переміщується з основи на флексію : округ-и́ , округ-́ів ...",[]
881e11ee5766a40df6f68d616be5cc5f4b20705f9eb652d53bf3b39c24032333,"Обидва способи дають змогу визначити будь-яку окрему форму слова завдяки прийнятому формату таблиць . Ілія розплющив очі , роззирнувся .","[{""label"": ""PERS"", ""text"": ""Ілія""}]"
064456d9b2428ca27167fda670c81f413986a73b01992690c4c3763858b89de0,— Маячня … — мовив .,[]
00ea365e7de33f627e85f3886d6ef5f59cb183ae7b0cdf215c6311d14efe4bce,"Та у вухах гидко хихотів дідуган , верещав : « Йти і йти !",[]
87a70dd0841a3ff39fdf8e1142108f787841767277d583f508dd597a50a3a9ef,Йти і йти … » Поселився в голові — не видерти .,[]
6a933750861566431a2bec2547ccec010955da2750b796e5041c5b303a28d442,Скіпка і та слабше коле .,[]
f7667d5c8ab16056f53e85b41058e0ce4fe62f94e1b32c228a91c7278c54c820,Всю ніч Ілія просидів без сну .,"[{""label"": ""PERS"", ""text"": ""Ілія""}]"
79d5f32e5cedadf8c8bfc8118a7719c723ab628d84d790249a679041ceb8a8cc,"На світанку вийшов у двір , відчинив хвіртку , став посеред вулички у легкому светрі , хоч осінь морозила листя білим .",[]
98e3c6de6c2329a0a6a97f9247e15a4c1b25c387e0d55262a29bb1f7f2c991bd,"Якби мама побачила , захлинулася б : « Захворієш ! » Іліїні нирки і без маминих нагадувань миттєво відгукувалися на найменше переохолодження .",[]
2dfa727a82f5a59e6f5be0e2f4e74525264131dd012e988abf607d35e92222a6,"Та нині — Ілія прислухався , дивувався — мовчали .","[{""label"": ""PERS"", ""text"": ""Ілія""}]"
7bee30e8a4614c5b243db6f4e3613bf8a67563677f1c895de9088594a7ae7c34,"— Не захворію , — прошепотів і сам вразився , бо зроду-віку не відчував у собі такої важкої , переконливої впевненості , як сьогодні .",[]
b90c5856b429aa73b5a002591334e9bfb25c1b1d47b7d8fe091f477f6b433c7f,"Вдивлявся у вранішнє бліде осіннє сонце , вираховував : як стояти лицем на схід , то південь ліворуч буде .",[]
d30c85e013ca8ec987d90836bb974588bf05244d79999bdf95f023dc5a55ac3c,Там … Іспанія .,"[{""label"": ""LOC"", ""text"": ""Іспанія""}]"
46709750135c54932e4828f123a1eea6f704b20b5f80ab0dcde6725eeb93d07e,"Повернувся у дім , засів в Інтернеті : Андалусія , Андалусія …","[{""label"": ""LOC"", ""text"": ""Андалусія""}, {""label"": ""LOC"", ""text"": ""Андалусія""}]"
b12e7acae619505dfdb4d8e87ed504c6bffa33073836bf20b8b66539f66de627,"Прокинулася мама , заспішила : на роботу б не спізнитися . Ілія проводив її насторожено . Андалусія , Андалусія … Треба книжечку перечитати .","[{""label"": ""PERS"", ""text"": ""Ілія""}, {""label"": ""LOC"", ""text"": ""Андалусія""}, {""label"": ""LOC"", ""text"": ""Андалусія""}]"
c017fad5c1370fa262062a544d6736b42cd4e2950f6bf0daa71c60bcd39645c0,"Певно , вчора проковтнув її неуважно , пропустив щось суттєве й важливе , що згодилося б … Перерив увесь дім і тільки потім згадав : мама понесла « Алхіміка » на пошту .","[{""label"": ""ART"", ""text"": ""Алхіміка""}]"
b57844e9a228c8db0291242b6b242ac12a216d6285fd0eb0a07ae19a44a177e6,— Дідько ! — розгнівався .,[]
af6667cc963bf7eaca1c6ea6f98505b60f7e14cd4881abe3a484cc6843503bce,"Упав в улюблене плетене крісло у вітальні , зосередився — намагався пригадати все , що вчора так дратувало і лютувало .",[]
0f903aea2ed2e44f91dca5e71f10958dd799179704929d2f01d04a5aad346f69,Єдина мова ?,[]
aa5b6819c995ca0cb2331cd4fb8222f97f0e1c1509a4837c3afb5b52ed853a09,Душа світу ?,[]
fde5a0d84211b6fb4f80d40f367c9181b08e8734f2ce36eb17442927708620aa,Не те !,[]
dc79d6e5abf616e2b732edf4d100f5383e5d901d9966f1c242f8d137f1cb0996,Філософський камінь ?,[]
62de0e07f4f4114d4aa025f2162fdb21f116e2f7596918267dcff86cc68d6b16,Еліксир безсмертя ?..,[]
90bb63bbe794c5cc159b49032275063d864f0b0f03646f3cb79ec27a3f2a4939,Скривився уїдливо : йому б точні координати напівзруйнованого храму в Андалусії .,"[{""label"": ""LOC"", ""text"": ""Андалусії""}]"
95f3a7f3fd325f1fdcf36916c3ea15e52dc5898149545d0dda8e29f48110cc83,"Знайде скарб , з іншим розбереться .",[]
9afd7480bed255e7512668fff646242311744232b8bc2a312bcbd93ab5d6f6f3,"Підхопився збуджено , забігав вітальнею .",[]
d50b525f39326da53af7dbdd7496ef17b5d66bbbb2f7b414cae0f4202e8d9136,Гроші !,[]
479c0b41f55325216a0a179edacca7ee2f4244ad8a2d1e1d64d94c8d32a45ed3,"Хіба його вина , що єдиним матеріальним еквівалентом будь-яких душевних злетів і досягнень є гроші ?",[]
dc96ce6fa9ad9968d34016ea3c2272aa0aac3c8c334fa0925f39d486e88c7a08,Щасливий кінець усіх казок — багатство .,[]
16d4e0ab6515393856c17c088d92316a4d7aee7ee6cac79bc7ece56dff949eb2,"А всі метання душі — лише недолугі спроби пояснити причини образливих злиднів , знайти шлях до безпечного багатства .",[]
98dc7b348d9122984b422760441ef74f3bb7623a267edfe09fd2e36f57c29c87,І обрані з обраних — алхіміки — теж туди .,[]
9163964e8efa186edbdeed147ed4002cec6fd1c732321731504f566c49663d44,"Їм би дуплет : і еліксир безсмертя , і формулу золота .",[]
3689d11e1db46f183d048213a7ff15b833fef5e1a282b89da2a3de0731a89052,Ідеальна схема .,[]
b8370a0e9ee57d4a61eb104fb3b22f58640c4f47080f283cb7a2302612b796c3,"Мати до біса золота , жити вічно і витрачати-витрачати-витрачати … Яка ж огидна образлива маячня !",[]
2a089f9f8c6494867dc839f6b4b905fbda31ce8049f7bd7fcb1e17fb2af05e57,Зупинився .,[]
fb889dc0d88de9de71dc167efd3a4a87128efc26281aed2127080b10f996a9a0,"— Хоч би одному алхіміку в пику плюнути , — прошепотів недобре .",[]
1a2c99de74991ddee5ca8529486fcf6989bab38904b1a5b722a6a39a6b66ffa9,"— То спробуй , — почув тихий шепіт у правому вусі . Ілії здалося — дах їде .","[{""label"": ""PERS"", ""text"": ""Ілії""}]"
0a23b3213e96cc95391b0b461d356732aca997346946b25beadaed9bd6580d95,"— Занадто захопився … — буркнув , згадуючи тоненький томик « Алхіміка » , дивного дідугана , свої несподівані пристрасті .","[{""label"": ""ART"", ""text"": ""Алхіміка""}]"
168a55606a4a04ff9fd3c325a29e230d85ec2e2cee7c35a22e53558aebb60082,Потягся до вуха … У вусі пролунало тихе настійливе прохання :,[]
107e17cfe6a482fd35184607e9b961c5718309f5a866ba4c6f8f509959ade6ad,"— Не тривож мене ! Ілія відчув , як всередині розквітає яскрава квітка жаху : мало йому скривджених нирок і підшлункової , тепер і голівці вава .","[{""label"": ""PERS"", ""text"": ""Ілія""}]"
d418328e69d6b509caf7afd170732fbb9731ff950d18a9a4e7e0fcad0bee6ed6,"Тихо пішов до дзеркала , роздивлявся власне вухо .",[]
25c1cfeb102fe2f1e11e59059d0d690874f219986a3660ffc57aacfbc2c1f48b,"— Тільки не казати … Нікому не казати , що зі мною розмовляє власне вухо .",[]
12491a472d9a101dbdaa06dd34901385b5951d03cc585f6960fac48a69ac7065,У правому вусі хтось ледь чутно зітхнув .,[]
5ed668823cd0d46908fdc5bfa67ab626503f1f06814a5db2c87b22b948e76933,"— Добре , — сказав . — Давай знайомитися …",[]
3527edde2c6e8b7d939e2e492868cd32f2308f09692544a46f40a2373b6eb4c7,— Що ?! — і волосся дибки .,[]
a36236409b83467a237cdf6ad2a015be1471991eb93079627a5fe440ee979ea6,— Тільки пообіцяй вислухати мене до кінця .,[]
f6fa69934508e0a2326f432030d2997233b3d537245ed5ee1140bf227245a3a5,"Не нашкодити мені перш , ніж скажу : « Все !",[]
28d56831e67b0efb42204762ffc8af900c2e3e5fb456dcf26028db108d43fc1a,Більше аргументів на власний захист у мене немає » .,[]
d8232769306e5cbb5d335ba93aab884a61672c1084bb85814c4eb07ec476c42b,— Обіцяю … — захрип .,[]
20ae81ef1e2708ebcbfeb1b9b1baede7470a61b232a0f2ce96b2d73e1b4db20b,"Нічого не розумів , хвилювався , цікавість придушила страх .",[]
726737a4537b7ac2636db109d4bb40aab8849b79a63cb81f0486c8c97525b184,А-а-а … Божевілля — то так цікаво .,[]
317137d32e78db1735c2710e924abc77661a8b6f8ff817f7e566d167820a259e,"Роззирнувся нервово , наче за метр на килимі мав матеріалізуватися джин з арабських казок .",[]
ac58eb4d1b8e60466915c966619db4d600be64fbbbc472ace03f77899bb778b9,Натомість почув черговий наказ у правому вусі .,[]
8bc7ad53e4af3cd6d15fbbe7b01050a560f96c869a5d13d4fc19119c6aa0e92f,"— Візьми жмутик чистої вати , обережно приклади до вуха .",[]
00cfa3eac0c3523ae009d37941273d62d096c699c1bb304fb0fd48215563fb3c,Та тільки не сунь усередину !,[]
dff6072e92a89067cadd7c9cc71ef0947264576afd200939caa2f8d6e2c75307,"Чого-чого , а вати в небагатому домі хворобливого Ілії вистачало .","[{""label"": ""PERS"", ""text"": ""Ілії""}]"
2c6d0e4f7ec94725de1f02bd06e54fe78b0a5aff35d24b3fb840e9138db915d0,Навіть порадувався : хронічне нездоров’я полегшувало хоч якісь завдання .,[]
22c08cf0baba2e01973f5b806094b2a3ece8c1d059b288d58098824ebf0ca93f,Приклав до вуха білий жмутик .,[]
ad6dfc6919aa59f15dfba58de2362c71bd609e551eacdc141eb365267823e183,Прислухався .,[]
52ab913301a044c606fa5de8480a019d7355b84b5b1acd49abb6d3b4024ae8fe,— Чудово ! — почув усе той же тихий голос . — Тепер поклади вату перед собою на стіл .,[]
d98f4b85bc979fc8c7afbb262d221c1e73b034b8f1c994792c43a7d23111f4cc,Поговоримо …,[]
ad8d967b036c77a7682aedc07bf7cd9f96f4178507b898c79944085e56604d0d,"Ватка лягла на стільницю . Ілія очікував побачити щось надприродне , виняткове і надзвичайне , всесильне і моторошне .","[{""label"": ""PERS"", ""text"": ""Ілія""}]"
7f929c573756765b6d364fe29db21735686501018a9026fc0841287a1104d1d4,Чи взагалі не уздріти нічого і від того вжахнутися ще більше .,[]
efab601f1a152e72a8e26aaa04c12696c3ce0bd16afc96fa4469785e0015c8c3,"Та на білій ватці , як на небесній хмаринці , крутився мізерний ( з манну крупинку розміром ) , чорний , як ніч , тарган .",[]
b691e3f973d78e3226585531e146dc3f1a3e9e404255a08c1871a4af8610af42,Активно сіпав лапками і цілком розбірливо вимовляв :,[]
e74a802ca56cbfbd0d9f762ca281072639cafcdf9acd1de40f1ec92cefc65073,— Ну ?,[]
d815dfc1aaeee32681abf687b878c5357c4cf156198a36abe357a0767b8b15ae,І чого ти роззявив рота ?,[]
89b66d518b14f354a5ee0712e1ee74558d789088fc00c4418e38aa8d9a584017,"Ти ж цивілізована людина , Іліє !","[{""label"": ""PERS"", ""text"": ""Іліє""}]"
25cd4df8ebadce00217298bf6a7c058ec38fb350c285bcd7958e365ca800b66e,— Ти … Як ти потрапив у моє вухо ?! — обурився хлопець .,[]
2b7b03fc8f6597eb4137653941fc57ee848fbd09e19886c1f03799755c95f5fe,"— Там мій дім , — відповів тарган . — Якби не моя надмірна балакучість — ти до смерті не знав би . Ілія гидливо скривився , потягся до таргана — яка мерзота !","[{""label"": ""PERS"", ""text"": ""Ілія""}]"
614e0565fb2d6641146a3b405239a4268aae01b80b608d9f3279e02377fc657d,— Ти обіцяв ! — тарган миттєво перескочив на край хмаринки . — До того ж … Я піклуюся не тільки про себе .,[]
2d2e014aa8cd5d2c72bdfe062e9041094b6ddeb8b38d26b53182b3dc7714a5b2,І про твоє праве вухо .,[]
71cac59ceb03d0d95efe5d53493031a073b38f614d43a630a129628a9d664bf7,Там завжди чисто .,[]
d54b41d1c656cae2706bfc3ef9354d5d2701806503a318f8aa6c2f6362c8dd25,Я вкладаю у це серце …,[]
eeab8e65eac646a7fdcaa6c33d892474e1642f8084c9582c65b8df780c0dc24d,— Серце ?!. — Ілія геть розгубився . — Ти говориш … Так !,"[{""label"": ""PERS"", ""text"": ""Ілія""}]"
c603bd1bacff9dc93fc73a0fb241d5575693ded6ce16f4cfd336b14b8fd86a20,Ти розмовляєш .,[]
0e82fa1f7be25a9534ddebedbe14dc39a59c621601ec6df61a5e23aa1fee0d06,І говориш про серце .,[]
160963d00ce8a77c8ede93f904c801fba019e5fa4dd1a697f84929231e3715e0,"Може , у тебе і ім’я є ?",[]
e78813a6403c7bf53dd2e888f8b000be0a8cfc62ce8b8c331896af477587401c,Ти … один живеш у моєму вусі чи вас там … багато ?,[]
f0cfd4274cae12367d3e9fe44d58be181c8f6cefe4b47b35d290d4b6986a7466,Тарган розсміявся тихо і сумно .,[]
9868ec506cc961f10559447139274d8378bdcf49cf4f4ff92b6952a098e0503b,— Горе .,"[{""label"": ""PERS"", ""text"": ""Горе""}]"
87643edc68af787146e1ad30e5a1c4d294acddea73aa57f5915ceec200cfa8ff,Мене звати Горе .,[]
0c1f2c90ab96d178de70867fd3d89598c17b5c29cea769d4f3a5369fefdf8930,Я живу у твоєму вусі один .,[]
3e2eb0ee6c5b6fbffa4eff09d094fe3d3f954b44268ade92c87e3ebc21c1106c,"Причому дуже шкодую … І про те , що живу .",[]
ec284b2e44b7d1da8b088f6241acfea556acba57d8ad212ad50b6723e9e7c5ce,"І про те , що самотній …",[]
e3b2b4371d4cecac0591f05483ffa3e0620ae6377650e5d6757157b8052b758d,— Горе ?,[]
fc0e05297a88c96afd7799bc611fef46d7c304f1f2acbdf63afeeb88c479d053,Що за дивне ім’я ? — Ілія забув про гидливість .,"[{""label"": ""PERS"", ""text"": ""Ілія""}]"
5aa9f9eaf3697f4f6ae8b8ffe3f21b0faeedd7ebf39a602ce429042df0db0a1f,З цікавістю роздивлявся мікроскопічне створіння .,[]
f591f0c6fdb9106b81f4d243d01e2ea1d140becb377d25ba1d63cddd61c29b50,Ніколи раніше не бачив таких маленьких чорних тарганів .,[]
7df2ca774d7aef6eb4ac347863d9c67fee32b72cefbccac0664c1ee0ad46b3d4,— Що ж тут дивного ?,[]
a4471b45c76de3e381a9c2047d1ab3210ac6058e07092192a0b436834c7b0ba2,"Людям завжди хотілося , щоб горе було непомітним і безпомічним .",[]
82ccadf12e760ecbcfe1ccd5935376739a08e93e6a58f9b80038e56fa8262740,З іншого боку … Геть непогано мати горе за радника .,[]
10f3135c6d09fa207cfca968184683b5c8411ae4799504a23d388b80f14db3f3,— А ти не простий …,[]
701aa4ad7170264602b81b3fa96cd4c22baf0407063939769a98d0626cd0834a,"— Я — це ти , — сказав Горе . — Такий же беззахисний і кволий на вигляд .","[{""label"": ""PERS"", ""text"": ""Горе""}]"
f1a9fd79c667a625e8906e21481c388ce8301cdf996b5130eeb9b15ba238d3d0,От ти побачив мене і в першу ж мить захотів розчавити .,[]
353192873da009325e429c499a449b5cd4902f0455826c60a05c4b4a7a115311,Проте ми все ще розмовляємо .,[]
6eae470e9ea63dcf8770702b66d646f982885705d23272316923512d39aa0e16,"Так і тебе … Комусь захочеться розтерти тебе на порох , а тобі треба викрутитися і вижити .",[]
39608e999cb008af1b9126d5e67f696d715e417e9f5ab1fedef5ea9194ac1d0d,І досягнути мети . Ілія захитав головою .,"[{""label"": ""PERS"", ""text"": ""Ілія""}]"
23e6cca51fb832be0b7b0c3c2f5f3df9d4c0f2d7c2da0413d24876d4bad98f0d,"— Нема … У мене немає мети , — сказав майже правду , бо мрії про замок здавалися настільки примарними : навіть із тарганом ділитися сором .",[]
eb20f8cb9be3e9a68cc8cf24baebfc0da97259e511bf8882c852930517d889b8,"Горе пересів на середину ватки , ближче до Ілії , кумедно закрутив голівкою .","[{""label"": ""PERS"", ""text"": ""Ілії""}]"
ab8f1658226d668d36728905c1f07ab25d5fc7c2755bdcd0dfd72b067021fa1a,"— Я міг би давати тобі уроки , — пробурмотів стурбовано , наче відсутність мети у Ілії засмутила його вкрай . — І допоміг би віднайти ціль .","[{""label"": ""PERS"", ""text"": ""Ілії""}]"
12758e8fed1bbd5c0b56d53786078b1bed457d65e60cc02c595422ac681fc588,Остання сентенція розвеселила хлопця .,[]
2c8047e58886e22debe80eeb8becd4f35758e4d20e16c677017430194c3206c1,— Чого ти можеш навчити мене ?,[]
337fe220ff121ca04d02a21b50f7400c024b45093a08f8b7d2eff8f73ac4e09a,— Жити за законами природи …,[]
7c4d32af2090870a80153ed3b8115114e0794f8b1474895c5d8c1b4e4939babe,— Маячня !,[]
634ce00862cf5a70adb7541339cc8b93e18c3974e2fa0338803b2f5447e5fc05,"— А ще … Ми могли б … відвідати алхіміка , — сказав тарган , і до Ілії повернулося відчуття неймовірності всього , що відбувалося .","[{""label"": ""PERS"", ""text"": ""Ілії""}]"
833bd0ed04b54ed6a29b2e883928e20293f500cc3b24cedbe571e2195202e2d9,"— Ти знаєш , де живе алхімік ?",[]
0fb395c9cae5fe06e9aa7e5cdeea9b1e7780674ed21af2ded1051a25d1ba6cd7,— Звичайно .,[]
7da5cda82dd07cf966a5a6da2a148a07fd4a726278d2a1d4c0cc74d54106bb5e,— Де ?! — розбурхався .,[]
0b0b885f4787aedc2594e95d907a4c01af919b0cc235db53064a3cc8a0671570,— На півдні Франції .,"[{""label"": ""LOC"", ""text"": ""Франції""}]"
1ecc91df2ad77fac22a547c797828ab8151b88af41221020a75bddfc440fa1bd,— Де саме ?!,[]
039fb5c49daf7aec5234167d9612f9636d9f3e2a4e74768aa920c4ad10ecbbdb,Тарган смішно дриґнув лапками .,[]
7a5350415febfc945c3fa471862b81d54a3e28436bdd44398692014e62cb91d2,"— Все , — мовив . — Я дуже втомився .",[]
ebc30dbeb96f21f4318e989718b6b74e2b7ccb85eec7d9a8a68d8007dbfffda6,"Щоб ти мене почув , доводиться горлати … Віднеси мене у мій дім .",[]
31da9e638fac9013d53ee462d37769bdf7d452677b3b846662fc0cdf6a59d47f,Продовжимо … невдовзі .,[]
6511f0168974fb4492fee91467075fb922fcabe0bed4b1ac93b0fa8475df7e78,— Ні !,[]
21014fb3df3b730f3f084d2a837732df2a8bc5cd37e0c88a6ca903cfcc62ccdb,"Спочатку скажи ! — Ілія підхопив ватку з Горем , підніс до очей .","[{""label"": ""PERS"", ""text"": ""Ілія""}, {""label"": ""PERS"", ""text"": ""Горем""}]"
d01d436ce72287297608a5a587ad47b75264fd6f3d033c2e4ddc9dfb6c880b69,"Та бачив інше : алхімік , філософський камінь , еліксир безсмертя … Ціль ?..",[]
58c15a0c552fdf1b5196eba9cbda1fdee23f93fad16612e96ea08953b393df05,"— Не сперечайся , дурнику !",[]
861375c235dc0e7273717b5abb2be6cd0730e7cdfa98189f291a50d9001a617e,"Радій , що я у тебе є , — відповів тарган сердито . — Чим ближче до природи , тим маєш більше шансів вижити . Ілія раптом злякався . Горе міг зникнути так же таємничо і незбагненно , як і з’явився .","[{""label"": ""PERS"", ""text"": ""Ілія""}, {""label"": ""PERS"", ""text"": ""Горе""}]"
aca00f015e8b77831c205a5497141e24fb110496dbf1468b0a76277b8419420a,Міг не обмовитися про алхіміка .,[]
06e8838a779f28ad6ff583c9b625048a3b9310d98141604242608aee96e6e8cc,"Міг взагалі не розмовляти із ним … Обережно підніс ватку до правого вуха , щосили намагався відчути присутність таргана у вушній раковині , та Горе , певно , був дуже акуратним житцем — Ілія не розчув і натяку на рух .","[{""label"": ""PERS"", ""text"": ""Горе""}, {""label"": ""PERS"", ""text"": ""Ілія""}]"
996db49ba3c79b3b47633412fd9a755031b645b13523c8119946856f5402066e,— Горе … ти там ? — запитав напружено .,"[{""label"": ""PERS"", ""text"": ""Горе""}]"
4210212103caf19295346389c024261e21caad159c95262f060d7f8da5c973cf,"— … Урок перший , — почув , ніби розмова не уривалася . — Будь-яке спілкування — угода , яку ти повинен укласти якомога вигідніше для себе .",[]
d105561cd418bcf29e3d02525ee4bc37e7b558a884ed7948513c8161b8b23b9c,"От ми … Поспілкувалися з тобою , і тепер я живу у твоєму вусі легально .",[]
58771a6e2e53c97e4f750f2d9de23498d85b9248e877b7bb5df8c45d2b889ef1,Я виграв цю угоду .,[]
20e6a5652de8c8433ef9c21d65e105a31a36b6bf55d8b3d42f29f091f2dd1bda,"— Значить , я програв ?",[]
350082f1114cb5b56727e9255a9c95d0b142c47e273f9292bb7b06526bbeb85c,— Чому ж ?,[]
725c41d9671b7471ea199f9848fe304064e67fcc04242363c82767e4333e57c5,Тепер ти маєш учителя .,[]
37bb8d9b60b96b89c43aa5886e207e7072ff73a2f99556be6aec347cbe5db3f9,"Знаєш , де живе алхімік , і отримаєш хоч тимчасову , але мету .",[]
dc3b146c220756a5e8201636c78c04603fe1fc7275143f2f7ef962b6cbfdd34c,Навіщо мені брехати ?,[]
830914d7bf7104d16b611c899cb16f86099c0261728a333c2554b3e5c23be9e5,"Брехня і хитрість — різні речі . Горе затих . Ілія сидів біля столу , дивився на жмутик білої вати , та бачив височенний непорушний замок , який обов’язково стане біля теплого моря , коли він знайде алхіміка і дізнається все про золото і безсмертя .","[{""label"": ""PERS"", ""text"": ""Горе""}, {""label"": ""PERS"", ""text"": ""Ілія""}]"
aee8752d0fc39050df5f5d68152f91db83efa79dfdf77fcd08e8aaa5258efdc8,"— І краще б йому не пручатися , — прошепотів хижо . — Уб’ю …",[]
3fdab38848f1b17e7e486a2308c9c8585496990cea599e2ebd45d7734ead4991,У правому вусі скептично усміхнувся чорний тарган .,[]
a086435fa811d1f81184a97fc98ea2c38dab586004127ed0eb5e20f35532bc69,"Зітхнув , влаштувався зручніше . « Хочу побачити її знову » , — подумав сумно .",[]
39d4d39dbad23bd8ba879c0577d7b00f6d0c89ce304e34dcc0eecc199bd7811f,"— Урок номер два , — сказав . — Став перед собою реальні цілі . Горе вимовив це надто тихо . Ілії здалося : то його власна думка .","[{""label"": ""PERS"", ""text"": ""Горе""}, {""label"": ""PERS"", ""text"": ""Ілії""}]"
0a4b2cb88f62a32209833f014e4019a91fd653cbf6d53d6bd02843df63305627,"Вийти з дому важче , ніж здолати кілометри шляху . Ілія глянув на годинник — до повернення мами з роботи лишалося вісім годин . « Устигну зникнути ! » — подумав , кинувся збиратися в путь .","[{""label"": ""PERS"", ""text"": ""Ілія""}, {""label"": ""PERIOD"", ""text"": ""вісім годин""}]"
92a717b810f96a77606bede957bc93f0038ff03584ab2e2e20e6013b7ad30c92,"Віднайшов невеличкий рюкзак , спробував утиснути в нього теплі речі .",[]
625edc7b9d024a7012fd64225f4d0514276958f680d33de99bf4c96578f85024,Ніяк !,[]
42156267c09d9de62887c640b8cbd704261e5aa02238b2af4a07cb161f527076,"Витяг з-під маминого ліжка стару шкіряну валізу , підняв її порожню , уявив , що доведеться тягнути повну , аж верескнув від відчаю .",[]
e4c1adf7ef0e980256c200c58d2230747b912901d08aacac3f86f8536676cb06,Слабкі руки наперед відмовлялися …,[]
4efa4fbb49f9383a5e183e2f6f77bf57eda803fba4d390a8dbcde95da809052c,"За кілька годин безпорадної метушні упав у плетене крісло , задумався .","[{""label"": ""PERIOD"", ""text"": ""кілька годин""}]"
c656346b77a2db300b822c767010f6c2c44ca5a7880e3dfbe22057462377f9fe,"Мама , звичайно , засмутиться … Повернеться додому , увійде у порожній дім і … Ні !",[]
f729cc92faa120f5e391312aae63196307bb58dca5d2218cd6794b64b2269724,Не можна зникати .,[]
